"scenario","year","ravtaz","Pop_Forecast","Total_Aprt","Average","Total_Emp","Total_Students","EmployedEducation","Yeshiva","Total Higher_Education","Industry","Commerce_Hotel","Business","Public"
"base",2030,24,33370.0020,6215.7350,16.1070,1989.4606,5749.0900,479.0908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,25,33871.7176,6897.4081,19.8097,2414.0529,9600.2333,800.0194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,26,33534.5890,7294.8575,17.9505,2874.5580,14137.4368,1178.1197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,3,7923.8121,1465.5113,48.7000,17502.8030,7794.0862,649.5072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,31,4346.8511,1174.8246,22.2000,16594.9403,995.8183,82.9849,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,32,26578.0248,8987.5536,37.4475,4245.6385,6619.5060,551.6255,320.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,33,17304.0342,4880.1545,23.8903,3234.2901,3637.3788,303.1149,47.0000,196.1929,0.0000,0.0000,0.0000,0.0000
"base",2030,34,31073.6418,8324.0584,29.1130,2098.0020,8337.8011,694.8168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,35,16718.6681,5235.9779,16.3775,1800.3521,3672.0717,306.0060,121.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,36,26316.6295,8390.5050,28.7115,2267.5854,5319.3414,443.2784,82.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,37,22232.2420,5351.9284,40.8786,1491.7372,4297.2311,358.1026,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,38,23087.3674,8005.3987,26.7734,3116.8825,6171.6364,514.3030,434.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,39,16962.7181,7782.6494,20.1498,3475.9156,4399.7628,366.6469,44.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,4,36237.6956,7364.5709,17.9794,11913.5053,7469.1915,622.4326,1482.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,40,18712.1570,7442.0496,32.2731,7745.3430,6482.8710,540.2392,368.0000,1402.5532,0.0000,0.0000,0.0000,0.0000
"base",2030,41,24611.7231,5322.1733,41.6742,6176.2506,11673.2623,972.7719,5785.0600,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,42,10021.9988,2278.7270,13.2943,8241.8664,4568.0302,380.6692,1083.0000,6505.3447,0.0000,0.0000,0.0000,0.0000
"base",2030,43,8109.9414,2729.0500,5.93179,486.7397,2544.1098,212.0091,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,44,0.0000,0.0000,1.5,11303.9692,0.0000,0.0000,0.0000,1508.4969,0.0000,0.0000,0.0000,0.0000
"base",2030,45,16633.3040,5255.1096,23.0129,1744.3219,2420.8728,201.7394,375.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,46,35211.0107,10916.3325,26.1124,3490.0365,6516.3409,543.0284,498.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,47,22893.7441,7329.5960,29.0341,1700.0690,5473.3149,456.1096,124.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,48,5671.1000,1768.0000,22.9000,9144.7309,236.9279,19.7440,0.0000,4321.9517,0.0000,0.0000,0.0000,0.0000
"base",2030,49,0.0000,0.0000,0.0000,160.9054,1238.0000,103.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,5,2965.9829,1756.8182,17.8610,7745.2434,102.0000,8.5,266.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,50,20421.6927,7878.1806,18.8576,3964.5666,3786.2746,315.5229,179.0000,3936.0819,0.0000,0.0000,0.0000,0.0000
"base",2030,51,0.0000,0.0000,0.0000,19605.9363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,52,30959.7458,6026.2031,44.3230,5133.7213,10806.2553,900.5213,4204.1816,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,53,51027.6085,9370.2689,73.6501,13502.4026,24247.2794,2020.6066,12861.6507,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,54,27383.7673,6339.2838,30.3813,3942.9471,9590.3110,799.1926,3479.4551,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,55,1327.6594,382.5000,10.5052,20908.2885,2053.2554,171.1046,1039.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,56,16273.7807,3714.5550,17.1654,2860.6507,6489.4827,540.7902,3705.4666,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,57,2885.5273,908.6809,6.30478,550.6461,162.9352,13.5779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,58,21004.2794,4070.2084,40.4141,2853.6859,5379.1246,448.2604,893.4693,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,59,37057.7661,6758.6986,38.6391,4429.1027,13633.0536,1136.0878,4637.1682,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,6,12547.6584,6984.4410,19.5806,6237.6243,4408.2076,367.3506,177.0000,228.4880,0.0000,0.0000,0.0000,0.0000
"base",2030,60,25620.1919,3920.8682,39.2733,2517.8414,9988.7677,832.3973,3164.6529,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,61,21924.1271,4199.2308,31.2563,2866.3505,7005.8230,583.8186,190.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,62,6605.5889,995.5742,13.2673,492.7653,2333.1448,194.4287,883.2597,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,63,24515.9415,7141.9515,39.0412,1654.8911,4794.3128,399.5261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,64,26074.7249,7096.1748,36.1698,2716.7945,5091.1180,424.2598,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,65,70070.6444,13475.1239,15.6000,2459.9430,6321.3612,526.7801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,66,48717.9171,11724.1261,46.1671,4501.8996,17894.5740,1491.2145,201.5000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,67,39628.0455,9854.3229,44.6000,2880.0873,16825.7463,1402.1455,0.0000,3472.8750,0.0000,0.0000,0.0000,0.0000
"base",2030,68,1093.3789,290.0000,7.54054,8063.6156,644.0000,53.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,69,67346.7693,11342.4969,11.8751,1989.4619,10829.2752,902.4396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,7,2639.8400,1266.6000,7.9,19696.3794,2696.1120,224.6760,24.0000,7182.5902,0.0000,0.0000,0.0000,0.0000
"base",2030,70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,71,46362.0466,11812.9097,73.6434,11960.7904,12155.8847,1012.9904,311.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,72,51368.8797,10312.6165,19.2000,794.0715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,73,277909.5278,55822.0633,105.6000,4298.2989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,74,52763.2242,10839.5220,49.3793,4588.5222,17431.9120,1452.6593,348.0653,2188.9271,0.0000,0.0000,0.0000,0.0000
"base",2030,75,72353.8025,9691.1146,96.4636,5199.9842,29897.6144,2491.4679,6027.3470,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,76,66508.4448,16189.5573,58.3335,8427.7919,13926.6442,1160.5537,722.8843,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,77,41078.3418,12458.3598,60.2973,3235.4599,7053.3548,587.7796,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,78,29071.6348,6473.7682,37.3580,1999.0919,10456.8453,871.4038,623.1561,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,79,76670.3173,14510.9377,66.3000,7143.2828,25554.8811,2129.5734,1240.3740,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,8,4813.2765,1757.5000,13.0729,15265.6624,629.7876,52.4823,25.6222,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,80,255912.1650,51377.8521,206.4000,3956.0946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,82,12230.0234,2246.5047,16.1000,821.9223,4060.0626,338.3385,895.1607,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,83,544741.9328,109593.3942,139.2000,8438.6914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,84,15416.4000,3931.3333,11.4845,986.4291,1755.9935,146.3328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,85,248120.0600,45710.8000,264.0000,24786.6905,95106.6188,7925.5516,12667.4048,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,86,23952.2000,5902.8351,27.6212,10631.5925,7961.0675,663.4223,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,87,119198.0906,32877.6588,81.9067,19520.7011,36505.4624,3042.1219,144.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,88,109661.9505,16175.1514,63.5576,7790.6054,41732.8464,3477.7372,8801.7344,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,89,23509.3040,4679.3200,15.3000,1233.3095,9523.6570,793.6381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,9,11178.3410,6054.9040,19.3562,6250.0842,2094.6394,174.5533,1513.3585,447.2269,0.0000,0.0000,0.0000,0.0000
"base",2030,90,233296.9095,46924.5340,52.2000,3743.9949,420.4694,35.0391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,91,141193.4639,32615.3761,73.4000,23481.8605,43400.9944,3616.7495,2415.4400,17364.3750,0.0000,0.0000,0.0000,0.0000
"base",2030,92,510308.0666,102515.9705,86.4000,7893.7297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,93,11386.5594,1751.7784,6.5,610.6859,3335.0208,277.9184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,94,454224.2727,91230.1377,28.8000,7024.7206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,95,5489.1376,1406.1637,7.5,1586.9512,1875.1867,156.2656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,96,467733.8322,93958.9063,48.0000,7234.8358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,97,8068.1155,1946.3596,12.8000,877.1665,2747.4856,228.9571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,98,64323.2044,12926.3205,19.2000,995.3267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,99,389935.5743,78465.1170,19.2000,6041.8140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,1,16269.9423,6776.8658,36.5087,37143.8892,2747.0386,228.9199,92.0000,7052.9391,0.0000,0.0000,0.0000,0.0000
"base",2035,10,31852.0906,7356.6127,33.9510,10753.2482,15814.5846,1317.8820,7540.9635,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,100,16220.6871,3131.5607,30.5000,1597.7764,4971.7723,414.3144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,11,7292.0214,2371.0071,9.4,11586.1586,1141.0343,95.0862,0.0000,12336.5430,0.0000,0.0000,0.0000,0.0000
"base",2035,12,28703.0624,6095.5428,18.6700,2491.8594,6348.0335,529.0028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,13,34476.2698,8303.0090,25.3329,5446.0303,10452.1738,871.0145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,14,10416.1931,2568.9039,22.8297,6587.4303,2083.2386,173.6032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,15,11819.7815,3650.5243,16.5316,4785.8192,1999.0077,166.5840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,2,50211.2627,9603.3517,65.2420,12796.7884,25996.3842,2166.3654,17977.0790,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,22,26280.9641,5205.7435,15.0943,1996.4098,6859.7641,571.6470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,23,28420.2075,5981.7736,14.2449,1987.0161,6367.1023,530.5919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,24,35177.3226,6612.3529,16.0047,2107.6363,6705.1200,558.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,25,39836.4502,8056.8291,19.8901,2640.5923,11097.6588,924.8049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,26,39240.8813,8544.0600,17.9505,3100.7841,15398.2486,1283.1874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,3,8563.8121,1640.5113,47.1000,19616.7379,7971.2362,664.2697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,31,7736.2307,2090.8732,22.2000,16744.2660,1742.0685,145.1724,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,32,35479.6775,11566.0536,37.4475,4680.3684,8634.9305,719.5775,320.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,33,21455.5370,5992.2218,24.1903,3903.7584,4722.4870,393.5406,47.0000,225.6218,0.0000,0.0000,0.0000,0.0000
"base",2035,34,35563.4585,9516.3167,29.1130,2286.5676,9631.7042,802.6420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,35,17735.7435,5651.6279,16.1640,1790.8423,3885.4277,323.7856,121.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,36,30841.9294,9775.0050,28.7713,2530.1937,7006.9332,583.9111,82.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,37,26157.0734,6331.0088,40.8786,1660.8445,4860.0443,405.0037,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,38,25897.4587,9047.9820,26.3078,3229.3410,6484.1179,540.3432,434.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,39,17031.9182,7992.2327,19.7365,3493.0316,4410.4332,367.5361,44.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,4,36594.0735,7414.5709,18.1858,12130.9633,7576.1049,631.3421,1482.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,40,20748.4687,8496.1496,31.4117,7969.7016,6804.9184,567.0765,368.0000,1507.7447,0.0000,0.0000,0.0000,0.0000
"base",2035,41,24398.1996,5450.4733,39.9316,6194.1138,11849.9280,987.4940,5900.7760,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,42,11601.7068,2614.3270,13.0610,9365.3823,5042.6485,420.2207,1083.0000,7016.4054,0.0000,0.0000,0.0000,0.0000
"base",2035,43,13154.2900,3758.3686,7,884.2781,3805.1969,317.0997,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,44,0.0000,0.0000,1.5,12712.3277,0.0000,0.0000,0.0000,1628.2891,0.0000,0.0000,0.0000,0.0000
"base",2035,45,16691.8404,5317.5930,22.8456,1766.0413,2443.5288,203.6274,375.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,46,39160.4136,12137.3373,25.7573,3799.3667,7153.1573,596.0964,498.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,47,25638.3603,8153.9705,29.2839,2154.5670,5885.0073,490.4173,124.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,48,14765.1625,4413.8250,23.0000,11539.6396,4431.1376,369.2615,0.0000,4624.4883,0.0000,0.0000,0.0000,0.0000
"base",2035,49,0.0000,0.0000,0.0000,163.1857,1238.0000,103.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,5,2988.6944,1772.0682,17.8000,8091.6499,102.0000,8.5,266.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,50,20419.7134,8109.9806,18.2844,4054.3182,3916.1608,326.3467,179.0000,4237.3695,0.0000,0.0000,0.0000,0.0000
"base",2035,51,0.0000,0.0000,0.0000,21139.5560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,52,31974.9823,6177.5281,44.6567,5241.0618,11063.4605,921.9550,4239.4682,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,53,54032.6758,9792.9305,74.3622,13893.9256,26223.6590,2185.3049,13453.5800,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,54,29561.4092,6711.0838,31.0327,4120.1967,10348.7279,862.3940,3599.8492,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,55,1506.6965,420.3000,14.2707,26371.6191,2053.2554,171.1046,1039.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,56,20044.6999,4497.3050,22.0083,3455.5527,8024.6200,668.7183,4192.4752,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,57,2976.3893,918.6809,6.42876,589.0340,152.5145,12.7095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,58,21743.9435,4082.2084,41.3419,2965.5645,5464.7062,455.3922,950.0974,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,59,37616.0501,6839.4986,38.6928,4504.1243,13703.5790,1141.9649,4779.6277,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,6,12633.1757,7151.5843,19.1868,6298.0380,4434.1408,369.5117,177.0000,297.0344,0.0000,0.0000,0.0000,0.0000
"base",2035,60,26430.5929,3925.8682,40.4438,2622.5312,10731.7344,894.3112,3214.1237,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,61,22067.1055,4227.1725,31.2405,2929.8025,7410.1035,617.5086,190.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,62,6714.1328,1008.3742,13.3211,501.5631,2418.3687,201.5307,949.3271,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,63,26748.3932,7754.5515,38.6784,1829.8653,6087.0186,507.2516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,64,26788.1423,7441.2748,35.6866,2782.0895,5395.3175,449.6098,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,65,78986.3957,15189.6915,15.6000,2668.5613,7156.9597,596.4133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,66,54553.1134,12998.6284,47.1583,5205.8885,19456.9417,1621.4118,241.8000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,67,44740.1828,11112.1073,44.6000,3247.8727,18368.3302,1530.6942,0.0000,3646.5188,0.0000,0.0000,0.0000,0.0000
"base",2035,68,1102.0000,290.0000,7.6,8063.6156,644.0000,53.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,69,76052.4299,12023.1636,12.6483,2053.8232,10959.6385,913.3032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,7,3097.9200,1490.8000,7.9,22498.5529,3833.5360,319.4613,24.0000,7697.3795,0.0000,0.0000,0.0000,0.0000
"base",2035,70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,71,54130.3790,13960.1421,80.5300,12519.0417,14427.8449,1202.3204,311.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,72,54525.2556,10984.1859,18.8000,845.7823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,73,295185.1963,59497.7375,103.4000,4581.3258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,74,69069.8778,13929.6122,50.1793,5760.4680,24196.5955,2016.3830,1007.5560,2353.0966,0.0000,0.0000,0.0000,0.0000
"base",2035,75,73320.6050,9821.1146,96.4636,6408.5133,30288.0651,2524.0054,6211.6862,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,76,72543.0793,17775.7573,58.6179,9654.0266,15700.3555,1308.3630,751.8011,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,77,41935.2019,12754.6098,60.3184,3312.8460,7660.8673,638.4056,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,78,34365.6937,7537.0802,37.5810,2250.4470,12305.7186,1025.4766,739.7461,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,79,90546.0195,16834.7057,67.1000,8287.0336,31211.1764,2600.9314,1469.6140,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,8,6552.1304,2507.5000,13.0575,19969.2255,758.6730,63.2227,27.6136,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,80,270657.4420,54515.1450,202.1000,4197.6662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,82,13803.6543,2516.5617,16.4000,908.7178,4644.5140,387.0428,971.2907,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,83,596695.3889,120647.3210,136.3000,9289.8437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,84,17071.7000,4267.3333,11.6340,1021.7261,1858.8121,154.9010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,85,313256.0680,56766.1600,291.2000,28153.7368,121007.8997,10083.9916,17656.1362,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,86,25045.1000,6268.8351,27.0621,12061.6890,9005.6978,750.4748,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,87,146142.9445,40877.6588,84.9927,23200.8299,46185.5530,3848.7961,144.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,88,123691.8307,18153.4908,64.6758,8546.8989,48544.8070,4045.4006,9715.2759,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,89,29805.9600,5783.5000,15.3000,1597.2889,12566.8296,1047.2358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,9,11550.5263,6438.6230,18.8706,6695.3335,2084.9065,173.7422,1519.0839,480.7689,0.0000,0.0000,0.0000,0.0000
"base",2035,90,247779.7240,50001.5198,51.3000,4001.5934,505.9346,42.1612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,91,162985.8051,37149.6798,74.4000,29046.1347,52195.7141,4349.6428,2969.5150,18232.5938,0.0000,0.0000,0.0000,0.0000
"base",2035,92,543477.7771,109573.3557,84.6000,8437.1484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,93,13564.5313,2086.8510,6.5,730.2017,4076.2139,339.6845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,94,481777.7915,97092.5885,28.2000,7476.1293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,95,6506.5264,1616.0129,7.8,1757.5215,2260.4350,188.3696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,96,497480.2846,100287.9387,47.0000,7722.1713,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,97,9266.9972,2153.3276,13.2000,981.3022,3196.6014,266.3835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,98,68935.7264,13907.7081,18.8000,1070.8935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,99,428540.6990,86678.9733,18.8000,6674.2809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,1,17211.3887,7126.6158,37.1398,38287.5047,2780.4465,231.7039,92.0000,7280.5861,138.0030,2489.1111,1419.9575,1586.0747
"base",2040,10,32377.6078,7514.1464,33.8332,12191.7968,15911.8204,1325.9850,7601.0861,0.0000,55.0000,1123.6216,1756.1645,505.4274
"base",2040,100,19084.3000,3691.9768,30.3000,1990.4244,5954.3420,496.1952,0.0000,0.0000,0.0000,223.6794,297.7856,595.6253
"base",2040,11,8601.2250,2549.5071,9.9,12434.7013,1396.7074,116.3923,0.0000,12583.2739,0.0000,0.0000,0.0000,0.0000
"base",2040,12,31923.8033,6632.9428,18.9394,2773.9499,7103.6209,591.9684,0.0000,0.0000,0.0000,400.0000,1594.0000,6763.0000
"base",2040,13,36504.1763,8787.3146,25.3393,5750.1001,11135.3710,927.9476,0.0000,0.0000,1870.0000,1100.0000,17600.0000,997.7476
"base",2040,14,10732.9161,2659.4052,22.6167,7111.7156,2146.5832,178.8819,0.0000,0.0000,176.5805,1314.4513,6595.3303,708.5806
"base",2040,15,13434.6610,4138.7243,16.5441,5278.0089,2111.4697,175.9558,0.0000,0.0000,2013.8143,3204.0695,12080.6123,1165.2108
"base",2040,2,52019.7282,10067.4484,64.6049,13175.3046,26719.1996,2226.6000,18077.6893,0.0000,0.0000,1436.9286,932.9661,1333.1867
"base",2040,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,201.2378,22.3598,667.7395,89.4390
"base",2040,22,27597.9029,5464.7117,15.0943,2382.1168,7555.9552,629.6629,0.0000,0.0000,663.1353,290.5211,1178.4146,288.7092
"base",2040,23,30506.9325,6420.1716,14.2457,2436.6753,7004.2109,583.6842,0.0000,0.0000,0.0000,138.6661,72.7903,202.1667
"base",2040,24,36122.3201,6788.3708,16.0071,2196.4897,7661.1500,638.4292,0.0000,0.0000,3.72452,2.48301,2.48301,3.72452
"base",2040,25,45930.9846,9209.8501,20.0319,3844.5279,12499.4517,1041.6210,0.0000,0.0000,0.0000,158.0575,1084.2688,260.3585
"base",2040,26,45257.2319,9868.2625,17.9505,8061.2230,16744.3935,1395.3661,0.0000,0.0000,275.0000,124.0394,98.7525,367.6146
"base",2040,3,9718.8121,1862.5113,47.1000,21744.1037,8314.7662,692.8972,0.0000,0.0000,0.0000,1539.3790,6997.5204,1139.6340
"base",2040,31,12316.3601,3328.7460,22.2000,29197.1694,2773.4363,231.1197,34.0000,0.0000,13688.3646,413.3583,40.2352,0.0000
"base",2040,32,37709.0804,12274.3193,37.4475,4836.5757,9181.8472,765.1539,320.0000,0.0000,37.1800,911.7707,757.5875,297.5313
"base",2040,33,29308.0770,7002.5519,24.9903,2787.4337,6742.7891,561.8991,47.0000,259.4651,6368.2650,2332.1311,510.0569,497.8927
"base",2040,34,38851.0646,10443.3802,29.1130,2471.4207,10469.8877,872.4906,0.0000,0.0000,1050.0000,2191.4409,2477.0957,764.6574
"base",2040,35,17815.2018,5765.8029,15.8632,1738.7363,4023.9228,335.3269,121.0000,0.0000,0.0000,509.6845,85.8411,226.3800
"base",2040,36,33214.5213,10640.0050,28.5862,2653.7374,7506.8197,625.5683,82.0000,0.0000,3123.7453,1832.1311,3888.6239,1638.7985
"base",2040,37,32789.0783,7982.6702,39.6786,2562.2804,5474.9587,456.2466,74.0000,0.0000,4405.5000,3487.5000,12925.0000,1500.0000
"base",2040,38,27408.5565,9732.7653,25.8660,3343.4309,6782.0221,565.1685,434.0000,0.0000,0.0000,680.6837,2766.2735,2555.6602
